PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title patch,Title patch status,Title length,No. of titles,Is indexable page
50,https://noctalia.app/de/agb,AGB | Noctalia,text/html; charset=utf-8,false,200,0,0,,,14,1,true
