PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,No. of redirect chain URLs,Redirect URL,Redirect URL code,Redirect URL patch,Redirect URL patch status,No. of redirect inlinks,No. of all inlinks,First found at
0,http://www.noctalia.app/,,text/html; charset=utf-8,false,301,0,"https://www.noctalia.app/
https://noctalia.app/","301
200",2,https://www.noctalia.app/,301,,,0,0,
