date,clicks,impressions,ctr,position
2026-08-27,0,194,0,8.45360824742268
2026-08-28,0,203,0,7.87192118226601
2026-08-29,1,200,0.005,7.875
2026-08-30,1,210,0.004761904761904762,7.633333333333334
