date,clicks,impressions,ctr,position
2026-08-26,0,51,0,11.666666666666666
2026-08-27,0,36,0,11.777777777777779
2026-08-28,0,31,0,16.129032258064516
2026-08-29,0,35,0,17.8
2026-08-30,0,36,0,9.027777777777779
