date,clicks,impressions,ctr,position
2026-09-03,11,1133,0.009708737864077669,5.691968225948808
2026-09-04,7,1130,0.006194690265486726,5.800884955752212
2026-09-05,11,1238,0.008885298869143781,5.726171243941842
2026-09-06,17,1251,0.013589128697042365,5.40687450039968
