date,clicks,impressions,ctr,position
2026-08-27,9,1391,0.006470165348670022,5.709561466570812
2026-08-28,12,1213,0.00989282769991756,5.835119538334707
2026-08-29,12,1181,0.010160880609652836,5.779847586790855
2026-08-30,10,1194,0.008375209380234505,6.0209380234505865
