date,clicks,impressions,ctr,position
2026-09-03,0,213,0,7.845070422535211
2026-09-04,1,198,0.005050505050505051,8.207070707070706
2026-09-05,0,185,0,8.4
2026-09-06,1,227,0.004405286343612335,7.5550660792951545
