file_name,drive_file_id,drive_url,sha256,source_commit
j27-misabueso-gsc-ownership-2026-08-11.md,1CkkkwwKrp0Bqqg8eZYBHdt9BMjry2hyQ,https://drive.google.com/file/d/1CkkkwwKrp0Bqqg8eZYBHdt9BMjry2hyQ/view?usp=drivesdk,8c5d5e7e06864fb23f3b238283eaf74c8c083b0117d27539b956ee4ae4493e75,4917bbac7c1969e8ce310ade96353a038fb8e91f
j27-misabueso-gsc-ownership-matrix-2026-08-11.csv,15j-F1W0CtBji5aBs21ezhTkPHCo-3Z0m,https://drive.google.com/file/d/15j-F1W0CtBji5aBs21ezhTkPHCo-3Z0m/view?usp=drivesdk,8011e3f2708b318af16fe426eea2a723cd90c1e7295595cdc495d1c0adfe648d,4917bbac7c1969e8ce310ade96353a038fb8e91f
